"","X.1","month","spp","biomass","X","ID"
"8001",8001,600,"Cassin's auklet",1.04045696150331,114,17
"8002",8002,600,"Cassin's auklet",1.02791895661562,115,17
"8003",8003,600,"Cassin's auklet",1.02057923813202,116,17
"8004",8004,600,"Cassin's auklet",1.02851121117298,117,17
"8005",8005,600,"Cassin's auklet",1.0338382981074,118,17
"8006",8006,600,"Cassin's auklet",1.01965516010973,119,17
"8007",8007,600,"Cassin's auklet",1.04457705473757,120,17
"8008",8008,600,"Cassin's auklet",1.0334334801809,121,17
"8009",8009,600,"Cassin's auklet",1.03175873470905,122,17
"8010",8010,600,"Cassin's auklet",1.0247910538256,123,17
"8011",8011,600,"Cassin's auklet",1.03482199903785,124,17
"8012",8012,600,"Cassin's auklet",1.05290760202909,125,17
"8013",8013,600,"Cassin's auklet",1.03855261890079,127,17
"8014",8014,600,"Cassin's auklet",1.03761159761933,128,17
"8015",8015,600,"Cassin's auklet",1.02547289838186,129,17
"8016",8016,600,"Cassin's auklet",1.03541727088522,130,17
"8017",8017,600,"Cassin's auklet",1.03490981296564,131,17
"8018",8018,600,"Cassin's auklet",1.02840466137051,132,17
"8019",8019,600,"Cassin's auklet",1.06144479187885,133,17
"8020",8020,600,"Cassin's auklet",1.03034073929114,134,17
"8021",8021,600,"Cassin's auklet",1.03954801822045,135,17
"8022",8022,600,"Cassin's auklet",1.05039629838981,136,17
"8023",8023,600,"Cassin's auklet",1.0438294128625,137,17
"8024",8024,600,"Cassin's auklet",1.04565615418111,138,17
"8025",8025,600,"Cassin's auklet",1.02077943553612,139,17
"8026",8026,600,"Cassin's auklet",1.02236839739463,140,17
"8027",8027,600,"Cassin's auklet",1.03270833279809,141,17
"8028",8028,600,"Cassin's auklet",1.04606282114728,142,17
"8029",8029,600,"Cassin's auklet",1.03855027647151,143,17
"8030",8030,600,"Cassin's auklet",1.04127842716551,144,17
"8031",8031,600,"Cassin's auklet",1.05580194395942,145,17
"8032",8032,600,"Cassin's auklet",1.03900872358899,146,17
"8033",8033,600,"Cassin's auklet",1.04581691329548,147,17
"8034",8034,600,"Cassin's auklet",1.02591063655432,148,17
"8035",8035,600,"Cassin's auklet",1.02262095694069,149,17
"8036",8036,600,"Cassin's auklet",1.02282596059584,150,17
"8037",8037,600,"Cassin's auklet",1.02734833756506,151,17
"8038",8038,600,"Cassin's auklet",1.0291870286423,152,17
"8039",8039,600,"Cassin's auklet",1.02770559291658,153,17
"8040",8040,600,"Cassin's auklet",1.01803060647316,154,17
"8041",8041,600,"Cassin's auklet",1.02287147391188,155,17
"8042",8042,600,"Cassin's auklet",1.04082674367546,156,17
"8043",8043,600,"Cassin's auklet",1.02435293232327,157,17
"8044",8044,600,"Cassin's auklet",1.03309080382343,158,17
"8045",8045,600,"Cassin's auklet",1.02562420270304,159,17
"8046",8046,600,"Cassin's auklet",1.0263542288328,160,17
"8047",8047,600,"Cassin's auklet",1.02399840306456,161,17
"8048",8048,600,"Cassin's auklet",1.0352963954691,162,17
"8049",8049,600,"Cassin's auklet",1.0321850886531,163,17
"8050",8050,600,"Cassin's auklet",1.02839190282085,164,17
"8051",8051,600,"Cassin's auklet",1.02901817547327,165,17
"8052",8052,600,"Cassin's auklet",1.02726077366265,166,17
"8053",8053,600,"Cassin's auklet",1.01500577826849,167,17
"8054",8054,600,"Cassin's auklet",1.0251408001409,168,17
"8055",8055,600,"Cassin's auklet",1.02640373124475,169,17
"8056",8056,600,"Cassin's auklet",1.02813039689634,170,17
"8057",8057,600,"Cassin's auklet",1.04402323207667,171,17
"8058",8058,600,"Cassin's auklet",1.03157512631224,172,17
"8059",8059,600,"Cassin's auklet",1.02457485109231,173,17
"8060",8060,600,"Cassin's auklet",1.0517591118652,174,17
"8061",8061,600,"Cassin's auklet",1.02737869323046,175,17
"8062",8062,600,"Cassin's auklet",1.02560825028925,176,17
"8063",8063,600,"Cassin's auklet",1.01884944564464,177,17
"8064",8064,600,"Cassin's auklet",1.04578355372584,178,17
"8065",8065,600,"Cassin's auklet",1.04269844550235,179,17
"8066",8066,600,"Cassin's auklet",1.03228205717312,180,17
"8067",8067,600,"Cassin's auklet",1.02669888891079,181,17
"8068",8068,600,"Cassin's auklet",1.00879187374599,182,17
"8069",8069,600,"Cassin's auklet",1.05208845927851,183,17
"8070",8070,600,"Cassin's auklet",1.03812920934954,184,17
"8071",8071,600,"Cassin's auklet",1.02365664904589,185,17
"8072",8072,600,"Cassin's auklet",1.02456789043345,186,17
"8073",8073,600,"Cassin's auklet",1.01963355037336,187,17
"8074",8074,600,"Cassin's auklet",1.0186747831156,188,17
"8075",8075,600,"Cassin's auklet",1.04354002896311,189,17
"8076",8076,600,"Cassin's auklet",1.02902871907104,190,17
"8077",8077,600,"Cassin's auklet",1.03211511617616,191,17
"8078",8078,600,"Cassin's auklet",1.03556267822789,192,17
"8079",8079,600,"Cassin's auklet",1.04281882780182,193,17
"8080",8080,600,"Cassin's auklet",1.02902378710582,194,17
"8081",8081,600,"Cassin's auklet",1.03635122572788,195,17
"8082",8082,600,"Cassin's auklet",1.02254484494029,196,17
"8083",8083,600,"Cassin's auklet",1.02352688040376,197,17
"8084",8084,600,"Cassin's auklet",1.01887257907972,198,17
"8085",8085,600,"Cassin's auklet",1.02032404295849,199,17
"8086",8086,600,"Cassin's auklet",1.03998309177705,200,17
"8087",8087,600,"Cassin's auklet",1.03564724092112,201,17
"8088",8088,600,"Cassin's auklet",1.02878801490279,202,17
"8089",8089,600,"Cassin's auklet",1.04248287987358,203,17
"8090",8090,600,"Cassin's auklet",1.02127841175967,204,17
"8091",8091,600,"Cassin's auklet",1.01912803010983,205,17
"8092",8092,600,"Cassin's auklet",1.01547784645037,206,17
"8093",8093,600,"Cassin's auklet",1.02482576114121,207,17
"8094",8094,600,"Cassin's auklet",1.035643827245,208,17
"8095",8095,600,"Cassin's auklet",1.02036377365233,209,17
"8096",8096,600,"Cassin's auklet",1.0394873188284,210,17
"8097",8097,600,"Cassin's auklet",1.03061870627237,211,17
"8098",8098,600,"Cassin's auklet",1.0312929148241,212,17
"8099",8099,600,"Cassin's auklet",1.02805757962643,213,17
"8100",8100,600,"Cassin's auklet",1.02693495371423,214,17
"8101",8101,600,"Cassin's auklet",1.04593567875949,215,17
"8102",8102,600,"Cassin's auklet",1.02227283313756,216,17
"8103",8103,600,"Cassin's auklet",1.02214896051988,217,17
"8104",8104,600,"Cassin's auklet",1.02615260171475,218,17
"8105",8105,600,"Cassin's auklet",1.04440852463815,219,17
"8106",8106,600,"Cassin's auklet",1.05131027186095,220,17
"8107",8107,600,"Cassin's auklet",1.03150000717149,221,17
"8108",8108,600,"Cassin's auklet",1.04707544266538,222,17
"8109",8109,600,"Cassin's auklet",1.03424591920777,223,17
"8110",8110,600,"Cassin's auklet",1.02842514126282,224,17
"8111",8111,600,"Cassin's auklet",1.03430092139876,225,17
"8112",8112,600,"Cassin's auklet",1.02696194661329,226,17
"8113",8113,600,"Cassin's auklet",1.01711220309233,227,17
"8114",8114,600,"Cassin's auklet",1.03153027107593,228,17
"8115",8115,600,"Cassin's auklet",1.01932535842672,229,17
"8116",8116,600,"Cassin's auklet",1.02885365908258,230,17
"8117",8117,600,"Cassin's auklet",1.04174596891107,231,17
"8118",8118,600,"Cassin's auklet",1.01866864178124,232,17
"8119",8119,600,"Cassin's auklet",1.02225951831328,233,17
"8120",8120,600,"Cassin's auklet",1.05287037762381,234,17
"8121",8121,600,"Cassin's auklet",1.02025638890531,235,17
"8122",8122,600,"Cassin's auklet",1.02627924722059,236,17
"8123",8123,600,"Cassin's auklet",1.01893667033057,238,17
"8124",8124,600,"Cassin's auklet",1.04190640934803,239,17
"8125",8125,600,"Cassin's auklet",1.030997096813,240,17
"8126",8126,600,"Cassin's auklet",1.02616066040576,241,17
"8127",8127,600,"Cassin's auklet",1.03475852095515,242,17
"8128",8128,600,"Cassin's auklet",1.02410524155602,243,17
"8129",8129,600,"Cassin's auklet",1.05203545516121,244,17
"8130",8130,600,"Cassin's auklet",1.05019149037921,245,17
"8131",8131,600,"Cassin's auklet",1.01966901734194,246,17
"8132",8132,600,"Cassin's auklet",1.03417569904468,247,17
"8133",8133,600,"Cassin's auklet",1.03108893986516,248,17
"8134",8134,600,"Cassin's auklet",1.01948614065198,249,17
"8135",8135,600,"Cassin's auklet",1.02278096198814,250,17
"8136",8136,600,"Cassin's auklet",1.02830761942385,251,17
"8137",8137,600,"Cassin's auklet",1.01497751482089,252,17
"8138",8138,600,"Cassin's auklet",1.02210674337931,253,17
"8139",8139,600,"Cassin's auklet",1.03074288406513,254,17
"8140",8140,600,"Cassin's auklet",1.02173956618741,255,17
"8141",8141,600,"Cassin's auklet",1.03748676311018,256,17
"8142",8142,600,"Cassin's auklet",1.02624145686559,257,17
"8143",8143,600,"Cassin's auklet",1.02491550159738,258,17
"8144",8144,600,"Cassin's auklet",1.01688420710484,259,17
"8145",8145,600,"Cassin's auklet",1.02109810511934,260,17
"8146",8146,600,"Cassin's auklet",1.04130278713727,261,17
"8147",8147,600,"Cassin's auklet",1.02692235553314,262,17
"8148",8148,600,"Cassin's auklet",1.03596348952163,263,17
"8149",8149,600,"Cassin's auklet",1.01373199326149,264,17
"8150",8150,600,"Cassin's auklet",1.0493144679801,265,17
"8151",8151,600,"Cassin's auklet",1.01733520970104,266,17
"8152",8152,600,"Cassin's auklet",1.03179596747694,267,17
"8153",8153,600,"Cassin's auklet",1.02083870517771,268,17
"8154",8154,600,"Cassin's auklet",1.04212910484258,269,17
"8155",8155,600,"Cassin's auklet",1.0189248775944,270,17
"8156",8156,600,"Cassin's auklet",1.043771454812,271,17
"8157",8157,600,"Cassin's auklet",1.01473061260282,272,17
"8158",8158,600,"Cassin's auklet",1.02232278478121,273,17
"8159",8159,600,"Cassin's auklet",1.02025332077158,274,17
"8160",8160,600,"Cassin's auklet",1.03508163305646,275,17
"8161",8161,600,"Cassin's auklet",1.03323738542358,276,17
"8162",8162,600,"Cassin's auklet",1.0273318045867,277,17
"8163",8163,600,"Cassin's auklet",1.02705667240433,278,17
"8164",8164,600,"Cassin's auklet",1.02553683811151,279,17
"8165",8165,600,"Cassin's auklet",1.04528196005914,280,17
"8166",8166,600,"Cassin's auklet",1.02758115103119,281,17
"8167",8167,600,"Cassin's auklet",1.01960833266823,282,17
"8168",8168,600,"Cassin's auklet",1.03150924234687,283,17
"8169",8169,600,"Cassin's auklet",1.03548215854461,284,17
"8170",8170,600,"Cassin's auklet",1.01904426071283,285,17
"8171",8171,600,"Cassin's auklet",1.02944900981304,286,17
"8172",8172,600,"Cassin's auklet",1.0266212323581,287,17
"8173",8173,600,"Cassin's auklet",1.01984805692556,288,17
"8174",8174,600,"Cassin's auklet",1.03226341483694,289,17
"8175",8175,600,"Cassin's auklet",1.03736354636997,290,17
"8176",8176,600,"Cassin's auklet",1.03889505519504,291,17
"8177",8177,600,"Cassin's auklet",1.03907255514,292,17
"8178",8178,600,"Cassin's auklet",1.0280283439543,293,17
"8179",8179,600,"Cassin's auklet",1.0344827493004,294,17
"8180",8180,600,"Cassin's auklet",1.02334725739813,295,17
"8181",8181,600,"Cassin's auklet",1.02029718127008,296,17
"8182",8182,600,"Cassin's auklet",1.04874878633537,297,17
"8183",8183,600,"Cassin's auklet",1.01820579389718,298,17
"8184",8184,600,"Cassin's auklet",1.0212296778931,299,17
"8185",8185,600,"Cassin's auklet",1.02670332926887,300,17
"8186",8186,600,"Cassin's auklet",1.0285142815572,301,17
"8187",8187,600,"Cassin's auklet",1.03617665241995,302,17
"8188",8188,600,"Cassin's auklet",1.03006701753154,303,17
"8189",8189,600,"Cassin's auklet",1.03221008395439,304,17
"8190",8190,600,"Cassin's auklet",1.02764073795162,305,17
"8191",8191,600,"Cassin's auklet",1.02881503007832,306,17
"8192",8192,600,"Cassin's auklet",1.02616463024859,307,17
"8193",8193,600,"Cassin's auklet",1.04180535038677,308,17
"8194",8194,600,"Cassin's auklet",1.03203369913142,309,17
"8195",8195,600,"Cassin's auklet",1.02020804253521,310,17
"8196",8196,600,"Cassin's auklet",1.0185052293363,311,17
"8197",8197,600,"Cassin's auklet",1.01772276639297,312,17
"8198",8198,600,"Cassin's auklet",1.0307972469923,313,17
"8199",8199,600,"Cassin's auklet",1.03338771484802,314,17
"8200",8200,600,"Cassin's auklet",1.03215063098882,315,17
"8201",8201,600,"Cassin's auklet",1.02707919162759,316,17
"8202",8202,600,"Cassin's auklet",1.03102698359398,317,17
"8203",8203,600,"Cassin's auklet",1.02091262042179,318,17
"8204",8204,600,"Cassin's auklet",1.02965870351451,319,17
"8205",8205,600,"Cassin's auklet",1.02439105569504,320,17
"8206",8206,600,"Cassin's auklet",1.01767330231606,321,17
"8207",8207,600,"Cassin's auklet",1.02258445767403,322,17
"8208",8208,600,"Cassin's auklet",1.02065269835253,323,17
"8209",8209,600,"Cassin's auklet",1.02210439206615,324,17
"8210",8210,600,"Cassin's auklet",1.0230709571587,325,17
"8211",8211,600,"Cassin's auklet",1.0260660183155,326,17
"8212",8212,600,"Cassin's auklet",1.03068185138234,327,17
"8213",8213,600,"Cassin's auklet",1.04669513655992,328,17
"8214",8214,600,"Cassin's auklet",1.01679397195575,329,17
"8215",8215,600,"Cassin's auklet",1.0371340571006,330,17
"8216",8216,600,"Cassin's auklet",1.04058273741828,331,17
"8217",8217,600,"Cassin's auklet",1.01558763457585,332,17
"8218",8218,600,"Cassin's auklet",1.03499629904012,333,17
"8219",8219,600,"Cassin's auklet",1.03825526409013,334,17
"8220",8220,600,"Cassin's auklet",1.0685596293352,335,17
"8221",8221,600,"Cassin's auklet",1.03052944739315,336,17
"8222",8222,600,"Cassin's auklet",1.02948618419517,337,17
"8223",8223,600,"Cassin's auklet",1.02350073302412,338,17
"8224",8224,600,"Cassin's auklet",1.02593124618114,339,17
"8225",8225,600,"Cassin's auklet",1.02898423681368,340,17
"8226",8226,600,"Cassin's auklet",1.02892788850379,341,17
"8227",8227,600,"Cassin's auklet",1.02796332606521,342,17
"8228",8228,600,"Cassin's auklet",1.03526839976055,344,17
"8229",8229,600,"Cassin's auklet",1.03208706773386,345,17
"8230",8230,600,"Cassin's auklet",1.03141709130223,346,17
"8231",8231,600,"Cassin's auklet",1.04444049248075,347,17
"8232",8232,600,"Cassin's auklet",1.03144570708797,348,17
"8233",8233,600,"Cassin's auklet",1.02678541662851,349,17
"8234",8234,600,"Cassin's auklet",1.03263632157895,350,17
"8235",8235,600,"Cassin's auklet",1.04783363266809,351,17
"8236",8236,600,"Cassin's auklet",1.03664076487705,352,17
"8237",8237,600,"Cassin's auklet",1.02279817986752,353,17
"8238",8238,600,"Cassin's auklet",1.04296997465459,354,17
"8239",8239,600,"Cassin's auklet",1.04400970781219,355,17
"8240",8240,600,"Cassin's auklet",1.07412344242056,356,17
"8241",8241,600,"Cassin's auklet",1.04198685148344,357,17
"8242",8242,600,"Cassin's auklet",1.04285981273917,358,17
"8243",8243,600,"Cassin's auklet",1.02912529756407,359,17
"8244",8244,600,"Cassin's auklet",1.01902499551911,360,17
"8245",8245,600,"Cassin's auklet",3.73599102817958,361,17
"8246",8246,600,"Cassin's auklet",1.02357016952712,362,17
"8247",8247,600,"Cassin's auklet",1.02624129394509,363,17
"8248",8248,600,"Cassin's auklet",1.01973178449892,364,17
"8249",8249,600,"Cassin's auklet",1.01809278540344,365,17
"8250",8250,600,"Cassin's auklet",1.0170428902636,366,17
"8251",8251,600,"Cassin's auklet",1.01836713869463,367,17
"8252",8252,600,"Cassin's auklet",1.01835458399261,368,17
"8253",8253,600,"Cassin's auklet",1.02203602525349,369,17
"8254",8254,600,"Cassin's auklet",1.03559630992406,370,17
"8255",8255,600,"Cassin's auklet",1.03564762592126,371,17
"8256",8256,600,"Cassin's auklet",1.02090472682796,372,17
"8257",8257,600,"Cassin's auklet",1.04660188210842,373,17
"8258",8258,600,"Cassin's auklet",1.02637575174615,374,17
"8259",8259,600,"Cassin's auklet",1.03430371234448,375,17
"8260",8260,600,"Cassin's auklet",1.0349271559723,376,17
"8261",8261,600,"Cassin's auklet",1.0437949369283,377,17
"8262",8262,600,"Cassin's auklet",1.06908227631811,378,17
"8263",8263,600,"Cassin's auklet",1.01481874534636,379,17
"8264",8264,600,"Cassin's auklet",1.04193699458035,380,17
"8265",8265,600,"Cassin's auklet",1.03732106880757,381,17
"8266",8266,600,"Cassin's auklet",1.02857467014142,382,17
"8267",8267,600,"Cassin's auklet",1.02791735807304,383,17
"8268",8268,600,"Cassin's auklet",1.02943164482046,384,17
"8269",8269,600,"Cassin's auklet",1.0379262193557,385,17
"8270",8270,600,"Cassin's auklet",1.02638151410521,386,17
"8271",8271,600,"Cassin's auklet",1.03928913784172,387,17
"8272",8272,600,"Cassin's auklet",1.01895056640339,388,17
"8273",8273,600,"Cassin's auklet",1.03400075127875,389,17
"8274",8274,600,"Cassin's auklet",1.01954933153537,390,17
"8275",8275,600,"Cassin's auklet",1.02254052068204,391,17
"8276",8276,600,"Cassin's auklet",1.02699509199352,392,17
"8277",8277,600,"Cassin's auklet",1.06222999123646,393,17
"8278",8278,600,"Cassin's auklet",1.02651143015107,394,17
"8279",8279,600,"Cassin's auklet",1.02762257583367,395,17
"8280",8280,600,"Cassin's auklet",1.03921293335981,397,17
"8281",8281,600,"Cassin's auklet",1.03138992860822,398,17
"8282",8282,600,"Cassin's auklet",1.02977677164308,399,17
"8283",8283,600,"Cassin's auklet",1.02204634722204,400,17
"8284",8284,600,"Cassin's auklet",1.02729065161771,401,17
"8285",8285,600,"Cassin's auklet",1.02909383438962,402,17
"8286",8286,600,"Cassin's auklet",1.04117295747863,403,17
"8287",8287,600,"Cassin's auklet",1.02750394912716,404,17
"8288",8288,600,"Cassin's auklet",1.03123124816861,405,17
"8289",8289,600,"Cassin's auklet",1.03120210228669,406,17
"8290",8290,600,"Cassin's auklet",1.01911662856837,407,17
"8291",8291,600,"Cassin's auklet",1.03211876347039,408,17
"8292",8292,600,"Cassin's auklet",1.02675318810261,409,17
"8293",8293,600,"Cassin's auklet",1.02372964354799,410,17
"8294",8294,600,"Cassin's auklet",1.04721558487269,411,17
"8295",8295,600,"Cassin's auklet",1.02654644744476,412,17
"8296",8296,600,"Cassin's auklet",1.02232086908793,413,17
"8297",8297,600,"Cassin's auklet",1.01656564073786,414,17
"8298",8298,600,"Cassin's auklet",1.02242966160676,415,17
"8299",8299,600,"Cassin's auklet",1.02808472656258,416,17
"8300",8300,600,"Cassin's auklet",1.03955945370251,417,17
"8301",8301,600,"Cassin's auklet",1.03776451123747,418,17
"8302",8302,600,"Cassin's auklet",1.02388778717158,419,17
"8303",8303,600,"Cassin's auklet",1.04750820480986,420,17
"8304",8304,600,"Cassin's auklet",1.03452642614003,421,17
"8305",8305,600,"Cassin's auklet",1.02105361311697,422,17
"8306",8306,600,"Cassin's auklet",1.02000861980016,423,17
"8307",8307,600,"Cassin's auklet",1.03638437002628,424,17
"8308",8308,600,"Cassin's auklet",1.0524806260499,425,17
"8309",8309,600,"Cassin's auklet",1.0365928483255,426,17
"8310",8310,600,"Cassin's auklet",1.04481328045233,427,17
"8311",8311,600,"Cassin's auklet",1.01224280029493,428,17
"8312",8312,600,"Cassin's auklet",1.02548637555913,429,17
"8313",8313,600,"Cassin's auklet",1.01887637073008,431,17
"8314",8314,600,"Cassin's auklet",1.04727261241859,432,17
"8315",8315,600,"Cassin's auklet",1.02996774851559,433,17
"8316",8316,600,"Cassin's auklet",1.03107535234063,434,17
"8317",8317,600,"Cassin's auklet",1.02576813081107,435,17
"8318",8318,600,"Cassin's auklet",1.03430239392075,436,17
"8319",8319,600,"Cassin's auklet",1.03019884650488,437,17
"8320",8320,600,"Cassin's auklet",1.03368793686951,438,17
"8321",8321,600,"Cassin's auklet",1.02337960626747,439,17
"8322",8322,600,"Cassin's auklet",1.03972089409556,440,17
"8323",8323,600,"Cassin's auklet",1.0322219816898,441,17
"8324",8324,600,"Cassin's auklet",1.01634539760681,442,17
"8325",8325,600,"Cassin's auklet",1.02123716088477,443,17
"8326",8326,600,"Cassin's auklet",1.02060037341645,444,17
"8327",8327,600,"Cassin's auklet",1.04488556430196,445,17
"8328",8328,600,"Cassin's auklet",1.0274919421627,446,17
"8329",8329,600,"Cassin's auklet",1.0207094410859,447,17
"8330",8330,600,"Cassin's auklet",1.01282871470721,448,17
"8331",8331,600,"Cassin's auklet",1.03623581952096,449,17
"8332",8332,600,"Cassin's auklet",1.01859416319129,450,17
"8333",8333,600,"Cassin's auklet",1.04204926741365,451,17
"8334",8334,600,"Cassin's auklet",1.02727948346405,452,17
"8335",8335,600,"Cassin's auklet",1.02701132268129,453,17
"8336",8336,600,"Cassin's auklet",1.04008236625385,454,17
"8337",8337,600,"Cassin's auklet",1.01911457911781,455,17
"8338",8338,600,"Cassin's auklet",1.02834989095544,456,17
"8339",8339,600,"Cassin's auklet",1.01463260144084,457,17
"8340",8340,600,"Cassin's auklet",1.03556634903551,458,17
"8341",8341,600,"Cassin's auklet",1.01706890988736,459,17
"8342",8342,600,"Cassin's auklet",1.02626174324122,460,17
"8343",8343,600,"Cassin's auklet",1.03752121392744,461,17
"8344",8344,600,"Cassin's auklet",1.03382955812882,462,17
"8345",8345,600,"Cassin's auklet",1.04037778176109,463,17
"8346",8346,600,"Cassin's auklet",1.02514263239339,464,17
"8347",8347,600,"Cassin's auklet",1.02925575071972,465,17
"8348",8348,600,"Cassin's auklet",1.02582541866403,466,17
"8349",8349,600,"Cassin's auklet",1.03864908191231,467,17
"8350",8350,600,"Cassin's auklet",1.04576300108904,468,17
"8351",8351,600,"Cassin's auklet",1.01876165852473,469,17
"8352",8352,600,"Cassin's auklet",1.03955057351231,470,17
"8353",8353,600,"Cassin's auklet",1.16887476379606,471,17
"8354",8354,600,"Cassin's auklet",1.02657358816471,473,17
"8355",8355,600,"Cassin's auklet",1.03093526501538,474,17
"8356",8356,600,"Cassin's auklet",1.01592476699968,475,17
"8357",8357,600,"Cassin's auklet",1.01410379222262,476,17
"8358",8358,600,"Cassin's auklet",1.03075810279818,477,17
"8359",8359,600,"Cassin's auklet",1.02214511379094,478,17
"8360",8360,600,"Cassin's auklet",1.02518614223693,479,17
"8361",8361,600,"Cassin's auklet",1.02041342062198,480,17
"8362",8362,600,"Cassin's auklet",1.03519681590554,481,17
"8363",8363,600,"Cassin's auklet",1.0205613346314,482,17
"8364",8364,600,"Cassin's auklet",1.02291579804428,483,17
"8365",8365,600,"Cassin's auklet",1.03506492471072,484,17
"8366",8366,600,"Cassin's auklet",1.0175470724176,485,17
"8367",8367,600,"Cassin's auklet",1.036832486118,486,17
"8368",8368,600,"Cassin's auklet",1.02751622502489,487,17
"8369",8369,600,"Cassin's auklet",1.0261828760672,488,17
"8370",8370,600,"Cassin's auklet",1.03207135367553,489,17
"8371",8371,600,"Cassin's auklet",1.03029079321161,490,17
"8372",8372,600,"Cassin's auklet",1.02737361374347,491,17
"8373",8373,600,"Cassin's auklet",1.02483657848333,492,17
"8374",8374,600,"Cassin's auklet",1.01708236822954,493,17
"8375",8375,600,"Cassin's auklet",1.04226932792086,494,17
"8376",8376,600,"Cassin's auklet",1.0277244639879,495,17
"8377",8377,600,"Cassin's auklet",1.02751276803732,496,17
"8378",8378,600,"Cassin's auklet",1.03560654916105,497,17
"8379",8379,600,"Cassin's auklet",1.02636059827992,498,17
"8380",8380,600,"Cassin's auklet",1.01969764413765,499,17
"8381",8381,600,"Cassin's auklet",1.02969534949654,500,17
"8382",8382,600,"Common murre",1.05987134955555,1,18
"8383",8383,600,"Common murre",1.01904929111763,2,18
"8384",8384,600,"Common murre",1.02761546743512,3,18
"8385",8385,600,"Common murre",1.03454045168595,4,18
"8386",8386,600,"Common murre",1.03419705317667,5,18
"8387",8387,600,"Common murre",1.01780049635887,6,18
"8388",8388,600,"Common murre",1.03499882111006,7,18
"8389",8389,600,"Common murre",1.01635812422701,8,18
"8390",8390,600,"Common murre",1.03390982249582,9,18
"8391",8391,600,"Common murre",1.02314749471154,10,18
"8392",8392,600,"Common murre",1.03069954861145,11,18
"8393",8393,600,"Common murre",1.01267506341128,12,18
"8394",8394,600,"Common murre",1.02183895476993,13,18
"8395",8395,600,"Common murre",1.02379032665469,14,18
"8396",8396,600,"Common murre",1.02545585928681,15,18
"8397",8397,600,"Common murre",1.02657779447663,16,18
"8398",8398,600,"Common murre",1.01994984487635,17,18
"8399",8399,600,"Common murre",1.0723247713473,18,18
"8400",8400,600,"Common murre",1.03179642378111,19,18
"8401",8401,600,"Common murre",1.04115749674896,20,18
"8402",8402,600,"Common murre",1.03062375828175,21,18
"8403",8403,600,"Common murre",1.02775631867636,22,18
"8404",8404,600,"Common murre",1.05962315552835,23,18
"8405",8405,600,"Common murre",1.01783790496939,24,18
"8406",8406,600,"Common murre",1.03171204680317,25,18
"8407",8407,600,"Common murre",1.02505364486866,26,18
"8408",8408,600,"Common murre",1.0316060796844,27,18
"8409",8409,600,"Common murre",1.03299457659616,28,18
"8410",8410,600,"Common murre",1.0373298097769,29,18
"8411",8411,600,"Common murre",1.0309689531036,30,18
"8412",8412,600,"Common murre",1.03472189130874,31,18
"8413",8413,600,"Common murre",1.03533015759254,32,18
"8414",8414,600,"Common murre",1.04220608971465,33,18
"8415",8415,600,"Common murre",1.03374462720881,34,18
"8416",8416,600,"Common murre",1.02212009334806,35,18
"8417",8417,600,"Common murre",1.03474755143284,36,18
"8418",8418,600,"Common murre",1.0382300358322,37,18
"8419",8419,600,"Common murre",1.03512898786163,38,18
"8420",8420,600,"Common murre",1.0280631950344,39,18
"8421",8421,600,"Common murre",1.01536588748848,40,18
"8422",8422,600,"Common murre",1.03482359537452,41,18
"8423",8423,600,"Common murre",1.0196139815743,42,18
"8424",8424,600,"Common murre",1.01819180005987,43,18
"8425",8425,600,"Common murre",1.02500157658853,44,18
"8426",8426,600,"Common murre",1.03585029747924,45,18
"8427",8427,600,"Common murre",1.04461398962035,46,18
"8428",8428,600,"Common murre",1.02527650838711,47,18
"8429",8429,600,"Common murre",1.03159889241414,48,18
"8430",8430,600,"Common murre",1.01698233248142,49,18
"8431",8431,600,"Common murre",1.04547573035016,50,18
"8432",8432,600,"Common murre",1.03180692668984,51,18
"8433",8433,600,"Common murre",1.03237867615474,52,18
"8434",8434,600,"Common murre",1.04036251147926,53,18
"8435",8435,600,"Common murre",1.03221283858709,54,18
"8436",8436,600,"Common murre",1.03075153548736,55,18
"8437",8437,600,"Common murre",1.02695630016978,56,18
"8438",8438,600,"Common murre",1.03874774961583,57,18
"8439",8439,600,"Common murre",1.03067101859138,58,18
"8440",8440,600,"Common murre",1.04693637866646,59,18
"8441",8441,600,"Common murre",1.03312498247214,60,18
"8442",8442,600,"Common murre",1.02022531802517,61,18
"8443",8443,600,"Common murre",1.04057421829543,62,18
"8444",8444,600,"Common murre",1.023620816798,63,18
"8445",8445,600,"Common murre",1.03644313351237,64,18
"8446",8446,600,"Common murre",1.0254625980959,65,18
"8447",8447,600,"Common murre",1.01735685771007,66,18
"8448",8448,600,"Common murre",1.02921590719029,68,18
"8449",8449,600,"Common murre",1.03865554178681,69,18
"8450",8450,600,"Common murre",1.01179104353205,70,18
"8451",8451,600,"Common murre",1.04985393094978,71,18
"8452",8452,600,"Common murre",1.04841444407534,72,18
"8453",8453,600,"Common murre",1.03218187915505,73,18
"8454",8454,600,"Common murre",1.03312729585774,74,18
"8455",8455,600,"Common murre",1.03807163942054,75,18
"8456",8456,600,"Common murre",1.0537987387649,76,18
"8457",8457,600,"Common murre",1.04132687398683,77,18
"8458",8458,600,"Common murre",1.03054633742121,78,18
"8459",8459,600,"Common murre",1.05629948726691,79,18
"8460",8460,600,"Common murre",1.05116582908897,80,18
"8461",8461,600,"Common murre",1.02553978034115,81,18
