"","X","month","spp","biomass"
"8177",8177,377,"tanner crb",0.997125295732723
"8178",8178,378,"tanner crb",0.997141901712752
"8179",8179,379,"tanner crb",0.997158870238955
"8180",8180,380,"tanner crb",0.997176351844043
"8181",8181,381,"tanner crb",0.997194497132198
"8182",8182,382,"tanner crb",0.997213453413436
"8183",8183,383,"tanner crb",0.997233361674043
"8184",8184,384,"tanner crb",0.997254353752637
"8185",8185,385,"tanner crb",0.997276549970468
"8186",8186,386,"tanner crb",0.997310870025068
"8187",8187,387,"tanner crb",0.997336611585878
"8188",8188,388,"tanner crb",0.997363402759827
"8189",8189,389,"tanner crb",0.99739161067695
"8190",8190,390,"tanner crb",0.997421225910105
"8191",8191,391,"tanner crb",0.997452221237618
"8192",8192,392,"tanner crb",0.99748454438416
"8193",8193,393,"tanner crb",0.997518117917856
"8194",8194,394,"tanner crb",0.99755284296285
"8195",8195,395,"tanner crb",0.997588603305353
"8196",8196,396,"tanner crb",0.997625270005615
"8197",8197,397,"tanner crb",0.997662705993626
"8198",8198,398,"tanner crb",0.997719279603182
"8199",8199,399,"tanner crb",0.997758388329561
"8200",8200,400,"tanner crb",0.99779743983761
"8201",8201,401,"tanner crb",0.997836751210667
"8202",8202,402,"tanner crb",0.997876205356487
"8203",8203,403,"tanner crb",0.997915752326859
"8204",8204,404,"tanner crb",0.997955360618997
"8205",8205,405,"tanner crb",0.997995019025928
"8206",8206,406,"tanner crb",0.998034734711556
"8207",8207,407,"tanner crb",0.998074530624163
"8208",8208,408,"tanner crb",0.998114442380833
"8209",8209,409,"tanner crb",0.998154515034755
"8210",8210,410,"tanner crb",0.998214800967568
"8211",8211,411,"tanner crb",0.998255448987554
"8212",8212,412,"tanner crb",0.998296304115984
"8213",8213,413,"tanner crb",0.998337439143503
"8214",8214,414,"tanner crb",0.998378857661173
"8215",8215,415,"tanner crb",0.998420551080193
"8216",8216,416,"tanner crb",0.998462494071511
"8217",8217,417,"tanner crb",0.998504643885633
"8218",8218,418,"tanner crb",0.998546942348471
"8219",8219,419,"tanner crb",0.998589318440889
"8220",8220,420,"tanner crb",0.998631691472994
"8221",8221,421,"tanner crb",0.99867397437655
"8222",8222,422,"tanner crb",0.998737230498165
"8223",8223,423,"tanner crb",0.998778993410341
"8224",8224,424,"tanner crb",0.998820339490198
"8225",8225,425,"tanner crb",0.998861263235001
"8226",8226,426,"tanner crb",0.99890169456628
"8227",8227,427,"tanner crb",0.998941592489778
"8228",8228,428,"tanner crb",0.998980927783624
"8229",8229,429,"tanner crb",0.99901968424361
"8230",8230,430,"tanner crb",0.999057857901647
"8231",8231,431,"tanner crb",0.999095455811877
"8232",8232,432,"tanner crb",0.999132494457163
"8233",8233,433,"tanner crb",0.999168998005818
"8234",8234,434,"tanner crb",0.999223384575505
"8235",8235,435,"tanner crb",0.99925851677149
"8236",8236,436,"tanner crb",0.999293372180216
"8237",8237,437,"tanner crb",0.999327841692688
"8238",8238,438,"tanner crb",0.999361962519375
"8239",8239,439,"tanner crb",0.999395769723248
"8240",8240,440,"tanner crb",0.999429295997343
"8241",8241,441,"tanner crb",0.999462571260633
"8242",8242,442,"tanner crb",0.999495622235462
"8243",8243,443,"tanner crb",0.999528472231668
"8244",8244,444,"tanner crb",0.999561141090407
"8245",8245,445,"tanner crb",0.999593645249615
"8246",8246,446,"tanner crb",0.999642293424256
"8247",8247,447,"tanner crb",0.999674371179175
"8248",8248,448,"tanner crb",0.999706365070409
"8249",8249,449,"tanner crb",0.999738101162133
"8250",8250,450,"tanner crb",0.999769542168258
"8251",8251,451,"tanner crb",0.999800610040842
"8252",8252,452,"tanner crb",0.999831211874504
"8253",8253,453,"tanner crb",0.999861239214772
"8254",8254,454,"tanner crb",0.999890571485385
"8255",8255,455,"tanner crb",0.99991907974541
"8256",8256,456,"tanner crb",0.999946630824212
"8257",8257,457,"tanner crb",0.999973091314471
"8258",8258,458,"tanner crb",1.00001181757565
"8259",8259,459,"tanner crb",1.00003494941636
"8260",8260,460,"tanner crb",1.00005698143292
"8261",8261,461,"tanner crb",1.000077508178
"8262",8262,462,"tanner crb",1.00009647667411
"8263",8263,463,"tanner crb",1.00011383928178
"8264",8264,464,"tanner crb",1.00012956838287
"8265",8265,465,"tanner crb",1.00014365709017
"8266",8266,466,"tanner crb",1.00015611780546
"8267",8267,467,"tanner crb",1.0001669802563
"8268",8268,468,"tanner crb",1.00017628897859
"8269",8269,469,"tanner crb",1.00018410057944
"8270",8270,470,"tanner crb",1.00019476727934
"8271",8271,471,"tanner crb",1.00019871907396
"8272",8272,472,"tanner crb",1.00020199871799
"8273",8273,473,"tanner crb",1.00020417952715
"8274",8274,474,"tanner crb",1.00020538668475
"8275",8275,475,"tanner crb",1.00020572148214
"8276",8276,476,"tanner crb",1.0002052897622
"8277",8277,477,"tanner crb",1.00020420093933
"8278",8278,478,"tanner crb",1.0002025658821
"8279",8279,479,"tanner crb",1.00020049493098
"8280",8280,480,"tanner crb",1.00019809586817
"8281",8281,481,"tanner crb",1.00019547206681
"8282",8282,482,"tanner crb",1.00019147831728
"8283",8283,483,"tanner crb",1.00018851873286
"8284",8284,484,"tanner crb",1.00018576587559
"8285",8285,485,"tanner crb",1.00018319560547
"8286",8286,486,"tanner crb",1.00018089831647
"8287",8287,487,"tanner crb",1.00017895149989
"8288",8288,488,"tanner crb",1.00017742991818
"8289",8289,489,"tanner crb",1.00017640520284
"8290",8290,490,"tanner crb",1.00017594509997
"8291",8291,491,"tanner crb",1.00017611271207
"8292",8292,492,"tanner crb",1.00017696568536
"8293",8293,493,"tanner crb",1.00017855550236
"8294",8294,494,"tanner crb",1.00018154442108
"8295",8295,495,"tanner crb",1.00018525473589
"8296",8296,496,"tanner crb",1.0001895888129
"8297",8297,497,"tanner crb",1.00019462302766
"8298",8298,498,"tanner crb",1.00020031410048
"8299",8299,499,"tanner crb",1.00020657251528
"8300",8300,500,"tanner crb",1.00021328535915
"8301",8301,501,"tanner crb",1.00022031524553
"8302",8302,502,"tanner crb",1.00022750483534
"8303",8303,503,"tanner crb",1.00023468185525
"8304",8304,504,"tanner crb",1.00024166470675
"8305",8305,505,"tanner crb",1.00024826796869
"8306",8306,506,"tanner crb",1.00025768126491
"8307",8307,507,"tanner crb",1.00026273848357
"8308",8308,508,"tanner crb",1.00026696523303
"8309",8309,509,"tanner crb",1.00027032557478
"8310",8310,510,"tanner crb",1.00027275777695
"8311",8311,511,"tanner crb",1.00027427199063
"8312",8312,512,"tanner crb",1.00027491881574
"8313",8313,513,"tanner crb",1.00027479155189
"8314",8314,514,"tanner crb",1.00027402079403
"8315",8315,515,"tanner crb",1.00027276787151
"8316",8316,516,"tanner crb",1.00027121711792
"8317",8317,517,"tanner crb",1.00026956799584
"8318",8318,518,"tanner crb",1.00026725131632
"8319",8319,519,"tanner crb",1.00026593708632
"8320",8320,520,"tanner crb",1.00026524381205
"8321",8321,521,"tanner crb",1.00026532673968
"8322",8322,522,"tanner crb",1.00026636941786
"8323",8323,523,"tanner crb",1.00026854587667
"8324",8324,524,"tanner crb",1.00027201396601
"8325",8325,525,"tanner crb",1.00027691382298
"8326",8326,526,"tanner crb",1.00028336641764
"8327",8327,527,"tanner crb",1.0002914727908
"8328",8328,528,"tanner crb",1.00030131385323
"8329",8329,529,"tanner crb",1.00031295070312
"8330",8330,530,"tanner crb",1.00033180373096
"8331",8331,531,"tanner crb",1.00034840123449
"8332",8332,532,"tanner crb",1.00036619757694
"8333",8333,533,"tanner crb",1.00038572152397
"8334",8334,534,"tanner crb",1.00040689421525
"8335",8335,535,"tanner crb",1.00042963871152
"8336",8336,536,"tanner crb",1.00045385881841
"8337",8337,537,"tanner crb",1.0004794397831
"8338",8338,538,"tanner crb",1.00050625211247
"8339",8339,539,"tanner crb",1.00053415546282
"8340",8340,540,"tanner crb",1.000563002803
"8341",8341,541,"tanner crb",1.00059264442243
"8342",8342,542,"tanner crb",1.00063753542708
"8343",8343,543,"tanner crb",1.00066890195302
"8344",8344,544,"tanner crb",1.00070022316907
"8345",8345,545,"tanner crb",1.00073166859064
"8346",8346,546,"tanner crb",1.00076307619982
"8347",8347,547,"tanner crb",1.00079430837562
"8348",8348,548,"tanner crb",1.00082523085136
"8349",8349,549,"tanner crb",1.00085571355131
"8350",8350,550,"tanner crb",1.00088563224481
"8351",8351,551,"tanner crb",1.00091487003923
"8352",8352,552,"tanner crb",1.00094331886697
"8353",8353,553,"tanner crb",1.0009708807418
"8354",8354,554,"tanner crb",1.00101145856595
"8355",8355,555,"tanner crb",1.00103637362054
"8356",8356,556,"tanner crb",1.00106043392758
"8357",8357,557,"tanner crb",1.0010833622873
"8358",8358,558,"tanner crb",1.00110513388612
"8359",8359,559,"tanner crb",1.00112573410551
"8360",8360,560,"tanner crb",1.00114516052182
"8361",8361,561,"tanner crb",1.00116342321317
"8362",8362,562,"tanner crb",1.00118054336512
"8363",8363,563,"tanner crb",1.00119655175569
"8364",8364,564,"tanner crb",1.00121148705419
"8365",8365,565,"tanner crb",1.00122539408703
"8366",8366,566,"tanner crb",1.00124553789891
"8367",8367,567,"tanner crb",1.00125679814042
"8368",8368,568,"tanner crb",1.00126761094787
"8369",8369,569,"tanner crb",1.00127753232839
"8370",8370,570,"tanner crb",1.00128660127304
"8371",8371,571,"tanner crb",1.00129479649986
"8372",8372,572,"tanner crb",1.00130208368602
"8373",8373,573,"tanner crb",1.00130841403753
"8374",8374,574,"tanner crb",1.00131372645142
"8375",8375,575,"tanner crb",1.00131795017085
"8376",8376,576,"tanner crb",1.00132100784499
"8377",8377,577,"tanner crb",1.00132281857507
"8378",8378,578,"tanner crb",1.00132450807648
"8379",8379,579,"tanner crb",1.00132270939155
"8380",8380,580,"tanner crb",1.001319918168
"8381",8381,581,"tanner crb",1.0013157316225
"8382",8382,582,"tanner crb",1.00131016565355
"8383",8383,583,"tanner crb",1.00130324529866
"8384",8384,584,"tanner crb",1.0012950215298
"8385",8385,585,"tanner crb",1.00128557220661
"8386",8386,586,"tanner crb",1.001274998849
"8387",8387,587,"tanner crb",1.00126342266327
"8388",8388,588,"tanner crb",1.00125097972265
"8389",8389,589,"tanner crb",1.00123781598942
"8390",8390,590,"tanner crb",1.00121769829947
"8391",8391,591,"tanner crb",1.00120302614366
"8392",8392,592,"tanner crb",1.00118845801574
"8393",8393,593,"tanner crb",1.00117387980367
"8394",8394,594,"tanner crb",1.00115946611659
"8395",8395,595,"tanner crb",1.0011453739815
"8396",8396,596,"tanner crb",1.00113175731539
"8397",8397,597,"tanner crb",1.00111876556337
"8398",8398,598,"tanner crb",1.00110654137987
"8399",8399,599,"tanner crb",1.00109521859262
"8400",8400,600,"tanner crb",1.00108492029286
"8401",8401,1,"mesopelagics",1
"8402",8402,2,"mesopelagics",1
"8403",8403,3,"mesopelagics",1.0000000000009
"8404",8404,4,"mesopelagics",1.00000000000236
"8405",8405,5,"mesopelagics",1.00000000000436
"8406",8406,6,"mesopelagics",1.00000000000689
"8407",8407,7,"mesopelagics",1.00000000000993
"8408",8408,8,"mesopelagics",1.00000000001346
"8409",8409,9,"mesopelagics",1.00000000001747
"8410",8410,10,"mesopelagics",1.00000000002192
"8411",8411,11,"mesopelagics",1.0000000000268
"8412",8412,12,"mesopelagics",1.0000000000321
"8413",8413,13,"mesopelagics",1.00000000003779
"8414",8414,14,"mesopelagics",0.974159668148143
"8415",8415,15,"mesopelagics",0.957902434970899
"8416",8416,16,"mesopelagics",0.941936929519646
"8417",8417,17,"mesopelagics",0.926363462793189
"8418",8418,18,"mesopelagics",0.911169545996581
"8419",8419,19,"mesopelagics",0.896342052562358
"8420",8420,20,"mesopelagics",0.881868437650331
"8421",8421,21,"mesopelagics",0.867736182259064
"8422",8422,22,"mesopelagics",0.853932986242731
"8423",8423,23,"mesopelagics",0.84044676406906
"8424",8424,24,"mesopelagics",0.827265682112106
"8425",8425,25,"mesopelagics",0.814378178380652
"8426",8426,26,"mesopelagics",0.797842574380682
"8427",8427,27,"mesopelagics",0.787354247678547
"8428",8428,28,"mesopelagics",0.777032071950817
"8429",8429,29,"mesopelagics",0.766928072665174
"8430",8430,30,"mesopelagics",0.757033136138181
"8431",8431,31,"mesopelagics",0.747339133975986
"8432",8432,32,"mesopelagics",0.737838214154962
"8433",8433,33,"mesopelagics",0.728522828079058
"8434",8434,34,"mesopelagics",0.719385715169775
"8435",8435,35,"mesopelagics",0.710419895703655
"8436",8436,36,"mesopelagics",0.701618660453883
"8437",8437,37,"mesopelagics",0.692975560362344
"8438",8438,38,"mesopelagics",0.691805386431205
"8439",8439,39,"mesopelagics",0.69109313726158
"8440",8440,40,"mesopelagics",0.690402225068206
"8441",8441,41,"mesopelagics",0.689737486210307
"8442",8442,42,"mesopelagics",0.689095487445288
"8443",8443,43,"mesopelagics",0.688474155731528
"8444",8444,44,"mesopelagics",0.687871480861768
"8445",8445,45,"mesopelagics",0.68728576698361
"8446",8446,46,"mesopelagics",0.686715534117391
"8447",8447,47,"mesopelagics",0.686159509127911
"8448",8448,48,"mesopelagics",0.685616596724845
"8449",8449,49,"mesopelagics",0.685085858179069
"8450",8450,50,"mesopelagics",0.674260848302974
"8451",8451,51,"mesopelagics",0.667279493407151
"8452",8452,52,"mesopelagics",0.660376384196307
"8453",8453,53,"mesopelagics",0.653573868696988
"8454",8454,54,"mesopelagics",0.646870279294667
"8455",8455,55,"mesopelagics",0.640263095870683
"8456",8456,56,"mesopelagics",0.633749932960625
"8457",8457,57,"mesopelagics",0.627328284393147
"8458",8458,58,"mesopelagics",0.620995607583606
"8459",8459,59,"mesopelagics",0.61474932110496
"8460",8460,60,"mesopelagics",0.608586822230324
"8461",8461,61,"mesopelagics",0.602505497659245
"8462",8462,62,"mesopelagics",0.604424255406526
"8463",8463,63,"mesopelagics",0.605700274261135
"8464",8464,64,"mesopelagics",0.606973157721124
"8465",8465,65,"mesopelagics",0.608241324172171
"8466",8466,66,"mesopelagics",0.609502214995541
"8467",8467,67,"mesopelagics",0.610754469236516
"8468",8468,68,"mesopelagics",0.611996720105737
"8469",8469,69,"mesopelagics",0.613227855538353
"8470",8470,70,"mesopelagics",0.614446928443457
"8471",8471,71,"mesopelagics",0.615653155786187
"8472",8472,72,"mesopelagics",0.616845896516554
"8473",8473,73,"mesopelagics",0.618024636314648
"8474",8474,74,"mesopelagics",0.60689127703386
"8475",8475,75,"mesopelagics",0.59964718147129
"8476",8476,76,"mesopelagics",0.592463957760926
"8477",8477,77,"mesopelagics",0.585357744299328
"8478",8478,78,"mesopelagics",0.578327793311934
"8479",8479,79,"mesopelagics",0.571372073871349
"8480",8480,80,"mesopelagics",0.564488632868115
"8481",8481,81,"mesopelagics",0.557675288643628
"8482",8482,82,"mesopelagics",0.550929739222529
"8483",8483,83,"mesopelagics",0.544249564802303
"8484",8484,84,"mesopelagics",0.537632253494544
"8485",8485,85,"mesopelagics",0.531075218208161
"8486",8486,86,"mesopelagics",0.522980264603028
"8487",8487,87,"mesopelagics",0.51768556167537
"8488",8488,88,"mesopelagics",0.512426502965261
"8489",8489,89,"mesopelagics",0.507210687647731
"8490",8490,90,"mesopelagics",0.502035788564645
"8491",8491,91,"mesopelagics",0.496899632832574
"8492",8492,92,"mesopelagics",0.491800054893864
"8493",8493,93,"mesopelagics",0.486734928380504
"8494",8494,94,"mesopelagics",0.481702158859182
"8495",8495,95,"mesopelagics",0.476699685333545
"8496",8496,96,"mesopelagics",0.471725478666901
"8497",8497,97,"mesopelagics",0.466777540053886
"8498",8498,98,"mesopelagics",0.460514919752774
"8499",8499,99,"mesopelagics",0.45638083997799
"8500",8500,100,"mesopelagics",0.452262659146032
"8501",8501,101,"mesopelagics",0.448161798671049
"8502",8502,102,"mesopelagics",0.444076608291376
"8503",8503,103,"mesopelagics",0.440005546874436
"8504",8504,104,"mesopelagics",0.435947098142374
"8505",8505,105,"mesopelagics",0.43189978131596
"8506",8506,106,"mesopelagics",0.427862143161546
"8507",8507,107,"mesopelagics",0.42383275440492
"8508",8508,108,"mesopelagics",0.419810205230991
"8509",8509,109,"mesopelagics",0.415793101183044
"8510",8510,110,"mesopelagics",0.421899941759728
"8511",8511,111,"mesopelagics",0.426002881356071
"8512",8512,112,"mesopelagics",0.430108822205121
"8513",8513,113,"mesopelagics",0.434219638014144
"8514",8514,114,"mesopelagics",0.438331122189518
"8515",8515,115,"mesopelagics",0.442440387631519
"8516",8516,116,"mesopelagics",0.446544561579286
"8517",8517,117,"mesopelagics",0.450641066529952
"8518",8518,118,"mesopelagics",0.454727527455304
"8519",8519,119,"mesopelagics",0.458801773183138
"8520",8520,120,"mesopelagics",0.462861814726642
"8521",8521,121,"mesopelagics",0.466905830512526
"8522",8522,122,"mesopelagics",0.467246151804441
"8523",8523,123,"mesopelagics",0.467454713399823
"8524",8524,124,"mesopelagics",0.467657379842353
"8525",8525,125,"mesopelagics",0.467852804357355
"8526",8526,126,"mesopelagics",0.468042264245593
"8527",8527,127,"mesopelagics",0.468226439470222
"8528",8528,128,"mesopelagics",0.468406044993084
"8529",8529,129,"mesopelagics",0.468581687640858
"8530",8530,130,"mesopelagics",0.46875390831922
"8531",8531,131,"mesopelagics",0.468923178223094
"8532",8532,132,"mesopelagics",0.469089906842883
"8533",8533,133,"mesopelagics",0.469254447020234
"8534",8534,134,"mesopelagics",0.466781227349989
"8535",8535,135,"mesopelagics",0.465138095488815
"8536",8536,136,"mesopelagics",0.463498526772587
"8537",8537,137,"mesopelagics",0.461863078798041
"8538",8538,138,"mesopelagics",0.460232351841547
"8539",8539,139,"mesopelagics",0.458606610822808
"8540",8540,140,"mesopelagics",0.456986090929637
"8541",8541,141,"mesopelagics",0.455370943614111
"8542",8542,142,"mesopelagics",0.453761261755138
"8543",8543,143,"mesopelagics",0.452157084400464
"8544",8544,144,"mesopelagics",0.450558405486243
"8545",8545,145,"mesopelagics",0.448965180497325
"8546",8546,146,"mesopelagics",0.446156848034011
"8547",8547,147,"mesopelagics",0.444294822356677
"8548",8548,148,"mesopelagics",0.442437778517602
"8549",8549,149,"mesopelagics",0.440586065813197
"8550",8550,150,"mesopelagics",0.438739546614317
"8551",8551,151,"mesopelagics",0.436898021030264
"8552",8552,152,"mesopelagics",0.435061280085724
"8553",8553,153,"mesopelagics",0.433229098589698
"8554",8554,154,"mesopelagics",0.431401240477923
"8555",8555,155,"mesopelagics",0.429577460600914
"8556",8556,156,"mesopelagics",0.427757506878948
"8557",8557,157,"mesopelagics",0.425941121915196
"8558",8558,158,"mesopelagics",0.430492031808343
"8559",8559,159,"mesopelagics",0.433540080493686
"8560",8560,160,"mesopelagics",0.436587554828306
"8561",8561,161,"mesopelagics",0.439635397814632
"8562",8562,162,"mesopelagics",0.442681156650354
"8563",8563,163,"mesopelagics",0.445723183266234
"8564",8564,164,"mesopelagics",0.448759838701732
"8565",8565,165,"mesopelagics",0.451789662600514
"8566",8566,166,"mesopelagics",0.454811315876854
"8567",8567,167,"mesopelagics",0.45782358064231
"8568",8568,168,"mesopelagics",0.460825346330771
"8569",8569,169,"mesopelagics",0.463815600117947
"8570",8570,170,"mesopelagics",0.463427276816904
"8571",8571,171,"mesopelagics",0.463156975252805
"8572",8572,172,"mesopelagics",0.462883490654729
"8573",8573,173,"mesopelagics",0.462606098380989
"8574",8574,174,"mesopelagics",0.462325915521036
"8575",8575,175,"mesopelagics",0.462043542850133
"8576",8576,176,"mesopelagics",0.461759597113536
"8577",8577,177,"mesopelagics",0.461474594344551
"8578",8578,178,"mesopelagics",0.461188986973381
"8579",8579,179,"mesopelagics",0.460903162532852
"8580",8580,180,"mesopelagics",0.460617451819263
"8581",8581,181,"mesopelagics",0.460332134368126
"8582",8582,182,"mesopelagics",0.454725290762451
"8583",8583,183,"mesopelagics",0.450999629223264
"8584",8584,184,"mesopelagics",0.447280811735432
"8585",8585,185,"mesopelagics",0.443568948253687
"8586",8586,186,"mesopelagics",0.439864366441481
"8587",8587,187,"mesopelagics",0.43616678522112
"8588",8588,188,"mesopelagics",0.432475887599142
"8589",8589,189,"mesopelagics",0.428791212045675
"8590",8590,190,"mesopelagics",0.425112197813155
"8591",8591,191,"mesopelagics",0.421438190601552
"8592",8592,192,"mesopelagics",0.41776845616473
"8593",8593,193,"mesopelagics",0.414102190114846
"8594",8594,194,"mesopelagics",0.416743411500431
"8595",8595,195,"mesopelagics",0.418527546505725
"8596",8596,196,"mesopelagics",0.420316527358169
"8597",8597,197,"mesopelagics",0.422112218897066
"8598",8598,198,"mesopelagics",0.423912503574528
"8599",8599,199,"mesopelagics",0.42571611392231
"8600",8600,200,"mesopelagics",0.427521766393451
"8601",8601,201,"mesopelagics",0.429328349260094
"8602",8602,202,"mesopelagics",0.431134861370585
"8603",8603,203,"mesopelagics",0.432940413553408
"8604",8604,204,"mesopelagics",0.434744214709619
"8605",8605,205,"mesopelagics",0.436545562432599
"8606",8606,206,"mesopelagics",0.431643696592893
"8607",8607,207,"mesopelagics",0.428366478423659
"8608",8608,208,"mesopelagics",0.425089019614897
"8609",8609,209,"mesopelagics",0.421809320897709
"8610",8610,210,"mesopelagics",0.418528265427904
"8611",8611,211,"mesopelagics",0.415245921373467
"8612",8612,212,"mesopelagics",0.411962359394696
"8613",8613,213,"mesopelagics",0.408677479465271
"8614",8614,214,"mesopelagics",0.405391069972831
"8615",8615,215,"mesopelagics",0.402102808277547
"8616",8616,216,"mesopelagics",0.398812274724693
"8617",8617,217,"mesopelagics",0.39551896209403
"8618",8618,218,"mesopelagics",0.399737225360755
"8619",8619,219,"mesopelagics",0.402583293462715
"8620",8620,220,"mesopelagics",0.40543589266724
"8621",8621,221,"mesopelagics",0.408298027183562
"8622",8622,222,"mesopelagics",0.411167025033083
"8623",8623,223,"mesopelagics",0.414041147032657
"8624",8624,224,"mesopelagics",0.416918625441114
"8625",8625,225,"mesopelagics",0.419797877301981
"8626",8626,226,"mesopelagics",0.422677437609969
"8627",8627,227,"mesopelagics",0.425555962913835
"8628",8628,228,"mesopelagics",0.428432217444044
"8629",8629,229,"mesopelagics",0.431305064184782
"8630",8630,230,"mesopelagics",0.434833668163526
"8631",8631,231,"mesopelagics",0.437177737048807
"8632",8632,232,"mesopelagics",0.439515552816543
"8633",8633,233,"mesopelagics",0.441846563567904
"8634",8634,234,"mesopelagics",0.444170406204822
"8635",8635,235,"mesopelagics",0.446486685238949
"8636",8636,236,"mesopelagics",0.448795046086226
"8637",8637,237,"mesopelagics",0.451095150181788
"8638",8638,238,"mesopelagics",0.453386676865452
"8639",8639,239,"mesopelagics",0.455669319099483
"8640",8640,240,"mesopelagics",0.457942781455939
"8641",8641,241,"mesopelagics",0.460206778131639
"8642",8642,242,"mesopelagics",0.462702839741774
"8643",8643,243,"mesopelagics",0.464350457495217
"8644",8644,244,"mesopelagics",0.465990337693039
"8645",8645,245,"mesopelagics",0.467621433176488
"8646",8646,246,"mesopelagics",0.469243869598494
"8647",8647,247,"mesopelagics",0.470857677306066
"8648",8648,248,"mesopelagics",0.472462884226182
"8649",8649,249,"mesopelagics",0.474059498231207
"8650",8650,250,"mesopelagics",0.475647513405008
"8651",8651,251,"mesopelagics",0.477226910555156
"8652",8652,252,"mesopelagics",0.478797659132048
"8653",8653,253,"mesopelagics",0.480359718727476
"8654",8654,254,"mesopelagics",0.474612310831451
"8655",8655,255,"mesopelagics",0.470797167263329
"8656",8656,256,"mesopelagics",0.466990588821719
"8657",8657,257,"mesopelagics",0.463193520760013
"8658",8658,258,"mesopelagics",0.459406936747825
"8659",8659,259,"mesopelagics",0.455630895391807
"8660",8660,260,"mesopelagics",0.451865423395099
"8661",8661,261,"mesopelagics",0.448110342268037
"8662",8662,262,"mesopelagics",0.44436533688999
"8663",8663,263,"mesopelagics",0.440629962294617
"8664",8664,264,"mesopelagics",0.4369036634055
"8665",8665,265,"mesopelagics",0.433185789210675
"8666",8666,266,"mesopelagics",0.439444132006604
"8667",8667,267,"mesopelagics",0.443634655477151
"8668",8668,268,"mesopelagics",0.447823385110895
"8669",8669,269,"mesopelagics",0.452011208831721
"8670",8670,270,"mesopelagics",0.456194139469823
"8671",8671,271,"mesopelagics",0.460369476842217
"8672",8672,272,"mesopelagics",0.464534508587311
"8673",8673,273,"mesopelagics",0.46868679862894
"8674",8674,274,"mesopelagics",0.472824097141288
"8675",8675,275,"mesopelagics",0.476944345689086
"8676",8676,276,"mesopelagics",0.481045658379673
"8677",8677,277,"mesopelagics",0.48512630957697
"8678",8678,278,"mesopelagics",0.491404373451973
"8679",8679,279,"mesopelagics",0.495541815706884
"8680",8680,280,"mesopelagics",0.499656411140407
"8681",8681,281,"mesopelagics",0.503743187408476
"8682",8682,282,"mesopelagics",0.507800991647363
"8683",8683,283,"mesopelagics",0.511828788355543
"8684",8684,284,"mesopelagics",0.515825629344875
"8685",8685,285,"mesopelagics",0.519790647615485
"8686",8686,286,"mesopelagics",0.523723049196681
"8687",8687,287,"mesopelagics",0.527622106297144
"8688",8688,288,"mesopelagics",0.531487151223701
"8689",8689,289,"mesopelagics",0.535317571079951
"8690",8690,290,"mesopelagics",0.531291881488726
"8691",8691,291,"mesopelagics",0.528627744220349
"8692",8692,292,"mesopelagics",0.52597299624978
"8693",8693,293,"mesopelagics",0.523330236900867
"8694",8694,294,"mesopelagics",0.520701454624444
"8695",8695,295,"mesopelagics",0.518087520588727
"8696",8696,296,"mesopelagics",0.51548927241284
"8697",8697,297,"mesopelagics",0.512907297864607
"8698",8698,298,"mesopelagics",0.510342019388789
"8699",8699,299,"mesopelagics",0.507793702138539
"8700",8700,300,"mesopelagics",0.505262478611013
"8701",8701,301,"mesopelagics",0.502748366646672
"8702",8702,302,"mesopelagics",0.499785727513768
"8703",8703,303,"mesopelagics",0.497840741587327
"8704",8704,304,"mesopelagics",0.495907254414364
"8705",8705,305,"mesopelagics",0.493987794517548
"8706",8706,306,"mesopelagics",0.492081975257019
"8707",8707,307,"mesopelagics",0.490189462467184
"8708",8708,308,"mesopelagics",0.488309893178445
"8709",8709,309,"mesopelagics",0.486442902535319
"8710",8710,310,"mesopelagics",0.484588122057576
"8711",8711,311,"mesopelagics",0.482745184326616
"8712",8712,312,"mesopelagics",0.480913725104204
"8713",8713,313,"mesopelagics",0.479093385316412
"8714",8714,314,"mesopelagics",0.478194570356034
"8715",8715,315,"mesopelagics",0.477608818511058
"8716",8716,316,"mesopelagics",0.477027988971801
"8717",8717,317,"mesopelagics",0.476452914985905
"8718",8718,318,"mesopelagics",0.475883043558585
"8719",8719,319,"mesopelagics",0.475318029905447
"8720",8720,320,"mesopelagics",0.474757539556463
"8721",8721,321,"mesopelagics",0.474201286896438
"8722",8722,322,"mesopelagics",0.473649020521973
"8723",8723,323,"mesopelagics",0.473100521946941
"8724",8724,324,"mesopelagics",0.472555601254247
"8725",8725,325,"mesopelagics",0.472014093839784
"8726",8726,326,"mesopelagics",0.465787666675136
"8727",8727,327,"mesopelagics",0.461659486380914
"8728",8728,328,"mesopelagics",0.457541816302219
"8729",8729,329,"mesopelagics",0.453435297868202
"8730",8730,330,"mesopelagics",0.449339953703694
"8731",8731,331,"mesopelagics",0.445255198766589
"8732",8732,332,"mesopelagics",0.441180444236146
"8733",8733,333,"mesopelagics",0.437114972331489
"8734",8734,334,"mesopelagics",0.433057981434512
"8735",8735,335,"mesopelagics",0.429008587758215
"8736",8736,336,"mesopelagics",0.424965836510454
"8737",8737,337,"mesopelagics",0.420928709367211
"8738",8738,338,"mesopelagics",0.428283959053597
"8739",8739,339,"mesopelagics",0.43321761911911
"8740",8740,340,"mesopelagics",0.438151724726764
"8741",8741,341,"mesopelagics",0.443087884506571
"8742",8742,342,"mesopelagics",0.448021167327571
"8743",8743,343,"mesopelagics",0.452948099562057
"8744",8744,344,"mesopelagics",0.457865206803111
"8745",8745,345,"mesopelagics",0.462769337790865
